path,frame,backend,kinema_err_mm,kinema_jump_deg,kinema_violation_deg,kinema_numpy_err_mm,kinema_numpy_jump_deg,kinema_numpy_violation_deg,blender_limited_err_mm,blender_limited_jump_deg,blender_limited_violation_deg,blender_unlimited_err_mm,blender_unlimited_jump_deg,blender_unlimited_violation_deg
through_singularity_y,28,PyRoki,0.00013657139822709083,0.9926583926695158,0.0,0.00905147115925463,0.9926906226246618,0.0,0.00014901161193847656,0.992652949862521,0.0,0.00014901161193847656,0.992652949862521,0.0
through_singularity_y,29,PyRoki,0.0001228781230931777,0.9896633547184652,0.0,0.0056398090008705866,0.9897013476457234,0.0,0.0001228781230931777,0.9896577518289117,0.0,0.0001228781230931777,0.9896577518289117,0.0
through_singularity_y,30,PyRoki,6.664001874625056e-05,0.9861031719744492,0.0,0.00610300337608824,0.9859760664228633,0.0,0.00021490760299348766,0.9861018379531267,0.0,0.00021490760299348766,0.9861018379531267,0.0
through_singularity_y,31,PyRoki,0.0001519626234052415,0.9820000959131227,0.0,0.00473134747087148,0.982135579118612,0.0,0.00010745380149674383,0.982006659298028,0.0,0.00010745380149674383,0.982006659298028,0.0
through_singularity_y,32,PyRoki,6.664001874625056e-05,0.9773921728225968,0.0,0.004918105621445468,0.9774147978242225,0.0,0.0001884864366154897,0.9773829947558996,0.0,0.0001884864366154897,0.9773829947558996,0.0
through_singularity_y,33,PyRoki,0.00016049041769309352,0.9722607797652132,0.0,0.0031783865947472823,0.9723329236383215,0.0,0.00019314112360500874,0.9722663292939139,0.0,0.00019314112360500874,0.9722663292939139,0.0
through_singularity_y,34,PyRoki,7.300048299977714e-05,0.9666666413915612,0.0,0.01427792533184255,0.966365899624669,0.0,0.00019314112360500874,0.9666595977589796,0.0,0.00019314112360500874,0.9666595977589796,0.0
through_singularity_y,35,PyRoki,0.00011151007970493857,0.9605888402473076,0.0,0.01549055800458923,0.9605828638317839,0.0,0.00021696418193818684,0.9605888402473076,0.0,0.00021696418193818684,0.9605888402473076,0.0
through_singularity_y,36,PyRoki,0.00011151007970493857,0.9540630213821836,0.0,0.015102163301818556,0.954095037893918,0.0,0.00019082797281243946,0.9540672902504148,0.0,0.00019082797281243946,0.9540672902504148,0.0
through_singularity_y,37,PyRoki,0.00010745380149674383,0.9471427590924913,0.0,0.014957559667565519,0.9471572732444776,0.0,0.0001999200562387517,0.94713849022426,0.0,0.0001999200562387517,0.94713849022426,0.0
through_singularity_y,38,PyRoki,0.00013657139822709083,0.9398007326215507,0.0,0.014699193038464044,0.9398126854525982,0.0,0.00021490760299348766,0.9398041477161357,0.0,0.00021490760299348766,0.9398041477161357,0.0
through_singularity_y,39,PyRoki,5.9604644775390625e-05,0.9321014018796538,0.0,0.01466362090891818,0.9321048169742389,0.0,0.0002086162567138672,0.9320945716904838,0.0,0.0002086162567138672,0.9320945716904838,0.0
through_singularity_y,40,PyRoki,8.940696716308594e-05,0.9240247031861137,0.0,0.01504450634708371,0.9240366560171613,0.0,0.00017881393432617188,0.9240272645070525,0.0,0.00017881393432617188,0.9240272645070525,0.0
through_singularity_y,41,PyRoki,0.00019082797281243946,0.9156525988109706,0.0,0.015232019159854192,0.9156508912636782,0.0,0.00014901161193847656,0.9156474761690931,0.0,0.00014901161193847656,0.9156474761690931,0.0
through_singularity_y,42,PyRoki,0.00011920928955078125,0.9396222939294844,0.0,0.01566913606721713,0.9398750109287746,0.0,8.429369702178807e-05,0.939560822226954,0.0,8.429369702178807e-05,0.939560822226954,0.0
through_singularity_y,43,PyRoki,8.429369702178807e-05,0.982509051727994,0.0,0.01618663969886952,0.9827002970247546,0.0,0.00016858739404357613,0.9825500328630142,0.0,0.00016858739404357613,0.9825500328630142,0.0
through_singularity_y,44,PyRoki,0.00019768624248238801,1.0266115831987668,0.0,0.01680533906776555,1.0266252435771066,0.0,0.0002827296549232345,1.0265910926312565,0.0,0.0002827296549232345,1.0265910926312565,0.0
through_singularity_y,45,PyRoki,0.00010323827311807139,1.071827435504251,0.0,0.017578949817158192,1.0717796241800608,0.0,0.0001228781230931777,1.071827435504251,0.0,0.0001228781230931777,1.071827435504251,0.0
through_singularity_y,46,PyRoki,0.00010745380149674383,1.1184707973462678,0.0,0.018385593501348583,1.1183273633736976,0.0,0.00010745380149674383,1.1184707973462678,0.0,0.00010745380149674383,1.1184707973462678,0.0
through_singularity_y,47,PyRoki,0.0001519626234052415,1.1667260838324078,0.0,0.01946910701132908,1.1664460460764376,0.0,0.0001228781230931777,1.166664612129878,0.0,0.0001228781230931777,1.166664612129878,0.0
through_singularity_y,48,PyRoki,0.0001228781230931777,1.2166547666652012,0.0,0.020834892889965564,1.2163474081525507,0.0,0.00024934411839666235,1.2166001251518412,0.0,0.00024934411839666235,1.2166001251518412,0.0
through_singularity_y,49,PyRoki,0.00017120130796843851,1.2687281288973786,0.0,0.022002935740227117,1.2682909967904976,0.0,0.0012993949268216873,1.2684139401955579,0.0,0.0012993949268216873,1.2684139401955579,0.0
through_singularity_y,50,PyRoki,8.429369702178807e-05,1.32305545355566,0.0,0.023705063974615553,1.322556849746249,0.0,0.0035106073195045524,1.3224202459628487,0.0,0.0035106073195045524,1.3224202459628487,0.0
through_singularity_y,51,PyRoki,0.00034240261593687703,1.3801763255844766,0.0,0.025586018422917096,1.3795069670458155,0.0,0.011672508631841697,1.377717457483272,0.0,0.011672508631841697,1.377717457483272,0.0
through_singularity_y,52,PyRoki,0.00010323827311807139,1.4403571223614589,0.0,0.027648461119337255,1.4395511600393975,0.0,0.0454473983902269,1.4299274234988495,0.0,0.0454473983902269,1.4299274234988495,0.0
through_singularity_y,53,PyRoki,0.00016858739404357613,1.5040964476960177,0.0,0.030095624081281212,1.503147051401386,0.0,0.03611845982567984,1.506760221472323,0.0,0.03611845982567984,1.506760221472323,0.0
through_singularity_y,54,PyRoki,0.00017120130796843851,1.57217635824812,0.0,0.03329526340905255,1.570919603440838,0.0,0.030548020100293092,1.5736619243925976,0.0,0.030548020100293092,1.5736619243925976,0.0
through_singularity_y,55,PyRoki,0.00026151431761360536,1.645044231408401,0.0,0.036691536819249485,1.6436167218718685,0.0,0.028375395104667946,1.645522344650302,0.0,0.028375395104667946,1.645522344650302,0.0
through_singularity_y,56,PyRoki,0.0001228781230931777,1.7239158408491233,0.0,0.041180522969586686,1.7220785199623898,0.0,0.02979071212158546,1.723208916270027,0.0,0.02979071212158546,1.723208916270027,0.0
through_singularity_y,57,PyRoki,8.940696716308594e-05,1.8097610734324285,0.0,0.046286153747748374,1.8074832053442298,0.0,0.03431769450908252,1.807923752545695,0.0,0.03431769450908252,1.807923752545695,0.0
through_singularity_y,58,PyRoki,0.00013657139822709083,1.9041372122890798,0.0,0.05272280159915096,1.9011831554730492,0.0,0.00834555493287443,1.912992552548001,0.0,0.00834555493287443,1.912992552548001,0.0
through_singularity_y,59,PyRoki,0.00013328003749250113,2.0089259745354155,0.0,0.06067042137008545,2.0050976535056235,0.0,0.01669504713849633,2.0057055403417543,0.0,0.01669504713849633,2.0057055403417543,0.0
through_singularity_x,0,PyRoki,8.940696716308594e-05,0.0,0.0,0.001034960469853004,0.0,0.0,0.06779473538807401,0.0,0.0,0.06779473538807401,0.0,0.0
through_singularity_x,1,PyRoki,9.884312124119401e-05,1.3222016799094083,0.0,0.0038667293048818283,1.3154944341444557,0.0,0.05090772309696989,1.2725257140759056,0.0,0.05090772309696989,1.2725257140759056,0.0
through_singularity_x,2,PyRoki,2.9802322387695312e-05,1.3364084733830348,0.0,0.003894423538188847,1.3305071899401442,0.0,0.02252061942660996,1.342883492716207,0.0,0.02252061942660996,1.342883492716207,0.0
through_singularity_x,3,PyRoki,0.0001519626234052415,1.350355719668201,0.0,0.003962700400017419,1.3448232664404907,0.0,0.07356887845829774,1.3742340610065655,0.0,0.07356887845829774,1.3742340610065655,0.0
through_singularity_x,4,PyRoki,0.00013328003749250113,1.3641663621699667,0.0,0.003924073044980314,1.3589480976440769,0.0,0.027837730221805766,1.405489006648544,0.0,0.027837730221805766,1.405489006648544,0.0
through_singularity_x,5,PyRoki,7.300048299977714e-05,1.3778540612666723,0.0,0.003947429821443188,1.372922664685923,0.0,0.01800388363912467,1.4238075740025182,0.0,0.01800388363912467,1.4238075740025182,0.0
through_singularity_x,6,PyRoki,2.9802322387695312e-05,1.3914188169583175,0.0,0.004013588419120871,1.386828929836069,0.0,0.04641274223789496,1.4621112748679495,0.0,0.04641274223789496,1.4621112748679495,0.0
through_singularity_x,7,PyRoki,0.00021073424255447018,1.405010893406643,0.0,0.00416124097721745,1.4006805534728548,0.0,0.02516433348442153,1.4860715784763543,0.0,0.02516433348442153,1.4860715784763543,0.0
through_singularity_x,8,PyRoki,6.664001874625056e-05,1.4186234604224783,0.0,0.004199273073369519,1.4145731582446608,0.0,0.08678782703911739,1.5227496943193228,0.0,0.08678782703911739,1.5227496943193228,0.0
through_singularity_x,9,PyRoki,6.664001874625056e-05,1.432304329330014,0.0,0.004281692511265876,1.4285204045298268,0.0,0.046781008372596154,1.5741946791478587,0.0,0.046781008372596154,1.5741946791478587,0.0
through_singularity_x,10,PyRoki,0.0001519626234052415,1.4461354623992897,0.0,0.004397534392376122,1.442590594220053,0.0,0.032185156007903636,1.5924790955559829,0.0,0.032185156007903636,1.5924790955559829,0.0
through_singularity_x,11,PyRoki,0.0001228781230931777,1.4600622181169458,0.0,0.004463389065931158,1.4568042178828498,0.0,0.023596702743826876,1.630605211502994,0.0,0.023596702743826876,1.630605211502994,0.0
through_singularity_x,12,PyRoki,5.9604644775390625e-05,1.4742553512122323,0.0,0.004641323021661694,1.4712227472207466,0.0,0.07017481285937943,1.6758552147543286,0.0,0.07017481285937943,1.6758552147543286,0.0
through_singularity_x,13,PyRoki,0.00013657139822709083,1.4886738805501292,0.0,0.004586266600988037,1.4858939935579338,0.0,0.029962303989983764,1.6858546116992272,0.0,0.029962303989983764,1.6858546116992272,0.0
through_singularity_x,14,PyRoki,0.00010745380149674383,1.5033861080223365,0.0,0.0048625299701736575,1.5008316172727518,0.0,0.09218833366412074,1.7046171413492524,0.0,0.09218833366412074,1.7046171413492524,0.0
through_singularity_x,15,PyRoki,0.00011151007970493857,1.5183852034396845,0.0,0.004926045331158365,1.5161039202569004,0.0,0.031037784572693444,1.7130592551633879,0.0,0.031037784572693444,1.7130592551633879,0.0
through_singularity_x,16,PyRoki,5.9604644775390625e-05,1.5337872800180634,0.0,0.0050845941274236675,1.5317518836453996,0.0,0.018424633539908086,1.7090567643097605,0.0,0.018424633539908086,1.7090567643097605,0.0
through_singularity_x,17,PyRoki,0.0001228781230931777,1.549612828324983,0.0,0.005272653289856409,1.5478096583840995,0.0,0.005834332689777581,1.7276553694197052,0.0,0.005834332689777581,1.7276553694197052,0.0
through_singularity_x,18,PyRoki,8.940696716308594e-05,1.5658755087387832,0.0,0.0054694366578213445,1.5643318859863604,0.0,0.0031994149913763836,1.7271909165561443,0.0,0.0031994149913763836,1.7271909165561443,0.0
through_singularity_x,19,PyRoki,9.424321830774485e-05,1.5826231325836546,0.0,0.005654985764907194,1.5813527173980322,0.0,0.0011059031078385993,1.7390003136310965,0.0,0.0011059031078385993,1.7390003136310965,0.0
through_singularity_x,20,PyRoki,0.0001884864366154897,1.5999103413729567,0.0,0.005815501514516299,1.598940454510815,0.0,0.0005724839184373183,1.734396766130508,0.0,0.0005724839184373183,1.734396766130508,0.0
through_singularity_x,21,PyRoki,8.940696716308594e-05,1.6178122671875603,0.0,0.006009511021990623,1.617122418081389,0.0,0.00026151431761360536,1.7352437095875894,0.0,0.00026151431761360536,1.7352437095875894,0.0
through_singularity_x,22,PyRoki,0.00018128044993574082,1.636390381729995,0.0,0.006330731633117017,1.635973740190624,0.0,0.0002563692708922215,1.743057445998084,0.0,0.0002563692708922215,1.743057445998084,0.0
through_singularity_x,23,PyRoki,0.00019768624248238801,1.6555695529193906,0.0,0.006521535373463867,1.6555490623518807,0.0,0.00011151007970493857,1.7353051812901195,0.0,0.00011151007970493857,1.7353051812901195,0.0
through_singularity_x,24,PyRoki,6.664001874625056e-05,1.6756093279442081,0.0,0.00668854683932733,1.6758961958893486,0.0,0.00016858739404357613,1.744000012103546,0.0,0.00016858739404357613,1.744000012103546,0.0
through_singularity_x,25,PyRoki,0.00014901161193847656,1.696434574723577,0.0,0.0069819533488302095,1.6971039332622382,0.0,0.00016049041769309352,1.7526265410252722,0.0,0.00016049041769309352,1.7526265410252722,0.0
through_singularity_x,26,PyRoki,0.00010745380149674383,1.7181614064733877,0.0,0.007402983264142675,1.7192200857947397,0.0,0.0001884864366154897,1.7512605031912696,0.0,0.0001884864366154897,1.7512605031912696,0.0
through_singularity_x,27,PyRoki,5.9604644775390625e-05,1.7408512948961699,0.0,0.007640155359749691,1.7423471063244027,0.0,0.00021490760299348766,1.7626191077810005,0.0,0.00021490760299348766,1.7626191077810005,0.0
through_singularity_x,28,PyRoki,8.940696716308594e-05,1.7645930324511343,0.0,0.008198455846538808,1.766532806175418,0.0,0.00019082797281243946,1.774674391666073,0.0,0.00019082797281243946,1.774674391666073,0.0
through_singularity_x,29,PyRoki,0.00016049041769309352,1.7894959021650008,0.0,0.00872801093487285,1.7919411098878653,0.0,0.00016858739404357613,1.7839634489372904,0.0,0.00016858739404357613,1.7839634489372904,0.0
through_singularity_x,30,PyRoki,9.424321830774485e-05,1.8155803946052793,0.0,0.009201584677195186,1.8186129985967652,0.0,0.00019082797281243946,1.8118920924534725,0.0,0.00019082797281243946,1.8118920924534725,0.0
through_singularity_x,31,PyRoki,0.0001228781230931777,1.8430719060145808,0.0,0.009733504191759135,1.8466919062746876,0.0,0.00016858739404357613,1.8413575285329076,0.0,0.00016858739404357613,1.8413575285329076,0.0
through_singularity_x,32,PyRoki,0.0001519626234052415,1.8720455684737745,0.0,0.010403572002109514,1.8762734555700127,0.0,0.00013328003749250113,1.8866690034867721,0.0,0.00013328003749250113,1.8866690034867721,0.0
through_singularity_x,33,PyRoki,0.00014600096599955427,1.9025355329287117,0.0,0.01106950689779129,1.9075625521578412,0.0,0.00014901161193847656,1.9317345916305162,0.0,0.00014901161193847656,1.9317345916305162,0.0
through_singularity_x,34,PyRoki,0.00010745380149674383,1.9348696484595522,0.0,0.011850686550701768,1.940668479064893,0.0,0.00016858739404357613,1.978678481796014,0.0,0.00016858739404357613,1.978678481796014,0.0
through_singularity_x,35,PyRoki,0.00013657139822709083,1.969109386768826,0.0,0.01288691154210151,1.9757756513987585,0.0,0.00010745380149674383,2.028081240062716,0.0,0.00010745380149674383,2.028081240062716,0.0
through_singularity_x,36,PyRoki,0.00013657139822709083,2.0053298799374035,0.0,0.013954267168138797,2.0131026352128782,0.0,2.9802322387695312e-05,2.079594526782952,0.0,2.9802322387695312e-05,2.079594526782952,0.0
through_singularity_x,37,PyRoki,0.00013657139822709083,2.044091203477226,0.0,0.015055365186068774,2.0528953173173723,0.0,0.00010745380149674383,2.1345297382773647,0.0,0.00010745380149674383,2.1345297382773647,0.0
through_singularity_x,38,PyRoki,0.00010745380149674383,2.085311395118253,0.0,0.016375365987571815,2.0953859241440216,0.0,0.0006085806446272772,2.1906124215523395,0.0,0.0006085806446272772,2.1906124215523395,0.0
through_singularity_x,39,PyRoki,0.00014600096599955427,2.129338794508155,0.0,0.01780456189605436,2.1409091349621567,0.0,0.0036050956735531907,2.2495637842787195,0.0,0.0036050956735531907,2.2495637842787195,0.0
through_singularity_x,40,PyRoki,0.00018128044993574082,2.1766515148888335,0.0,0.019750734534340078,2.1897791384735976,0.0,0.018142247897448442,2.309840203704082,0.0,0.018142247897448442,2.309840203704082,0.0
through_singularity_x,41,PyRoki,0.00011151007970493857,2.227478367597483,0.0,0.0217880455945879,2.2424569724473216,0.0,0.01860629421541847,2.379965755912603,0.0,0.01860629421541847,2.379965755912603,0.0
through_singularity_x,42,PyRoki,5.9604644775390625e-05,2.2822906356868358,0.0,0.024392595535590124,2.2993763538956227,0.0,0.026105966863849316,2.4487150250033665,0.0,0.026105966863849316,2.4487150250033665,0.0
through_singularity_x,43,PyRoki,5.9604644775390625e-05,2.3416142437229817,0.0,0.027325593218230717,2.361100773425028,0.0,0.0400352135314688,2.508646519875643,0.0,0.0400352135314688,2.508646519875643,0.0
through_singularity_x,44,PyRoki,0.00031680303253932746,2.406016097407032,0.0,0.030898167681704475,2.428285929195858,0.0,0.011363598561273692,2.602138149234778,0.0,0.011363598561273692,2.602138149234778,0.0
through_singularity_x,45,PyRoki,0.0001228781230931777,2.4761484798047224,0.0,0.03526007714221078,2.501710462773495,0.0,0.018705700134220654,2.681894268173017,0.0,0.018705700134220654,2.681894268173017,0.0
through_singularity_x,46,PyRoki,5.9604644775390625e-05,2.552994938156536,0.0,0.04071139047618649,2.582303279885061,0.0,0.046016223744792153,2.7747985012635303,0.0,0.046016223744792153,2.7747985012635303,0.0
through_singularity_x,47,PyRoki,6.664001874625056e-05,2.6374399819599885,0.0,0.04756211630951078,2.671133305135662,0.0,0.024748868458416843,2.89515667972291,0.0,0.024748868458416843,2.89515667972291,0.0
through_singularity_x,48,PyRoki,0.00018128044993574082,2.730801837724893,0.0,0.055995264636269686,2.76951876503511,0.0,0.01423752732644683,3.010880574830436,0.0,0.01423752732644683,3.010880574830436,0.0
through_singularity_x,49,PyRoki,0.00011920928955078125,2.8341391847726007,0.0,0.06696609029939644,2.8789691313899795,0.0,0.012957020223420868,3.137969904716863,0.0,0.012957020223420868,3.137969904716863,0.0
through_singularity_x,50,PyRoki,6.664001874625056e-05,2.9495727968404015,0.0,0.08175804239313683,3.0013251401815886,0.0,0.020105504596691914,3.277879499675404,0.0,0.020105504596691914,3.277879499675404,0.0
through_singularity_x,51,PyRoki,9.424321830774485e-05,3.0786872778157375,0.0,0.003647589988897858,3.1708606806650597,0.0,0.03550160922275136,3.431756831486622,0.0,0.03550160922275136,3.431756831486622,0.0
through_singularity_x,52,PyRoki,5.9604644775390625e-05,3.2238919769283307,0.0,0.0053462575437748724,3.302758463727175,0.0,0.026716614335739623,3.6078203252693326,0.0,0.026716614335739623,3.6078203252693326,0.0
through_singularity_x,53,PyRoki,8.429369702178807e-05,3.387314498104641,0.0,0.007841636087647702,3.480172627418257,0.0,0.03079022722349146,3.780852922607851,0.0,0.03079022722349146,3.780852922607851,0.0
through_singularity_x,54,PyRoki,8.429369702178807e-05,3.570483096171458,0.0,0.012771607838401866,3.6787091511176024,0.0,0.021775364149763093,3.95728353905845,0.0,0.021775364149763093,3.95728353905845,0.0
through_singularity_x,55,PyRoki,0.00011920928955078125,3.77233226161826,0.0,0.022047193309349056,3.8947019307882083,0.0,0.011335739465379179,4.098856285079889,0.0,0.011335739465379179,4.098856285079889,0.0
through_singularity_x,56,PyRoki,0.00013328003749250113,4.176267941585523,0.0,0.0411742354395315,4.1525637700709925,0.0,0.011690908267348341,4.67637780770844,0.0,0.011690908267348341,4.67637780770844,0.0
through_singularity_x,57,PyRoki,0.00019082797281243946,5.013266643235564,0.0,0.08327487769117359,5.0243588704476645,0.0,0.02049052168485426,5.679797483580428,0.0,0.02049052168485426,5.679797483580428,0.0
through_singularity_x,58,PyRoki,6.664001874625056e-05,6.220140579009307,0.0,0.016535240554199006,6.361542570301496,0.0,0.005892726321202784,6.937276290914796,0.0,0.005892726321202784,6.937276290914796,0.0
through_singularity_x,59,PyRoki,8.429369702178807e-05,8.021674689586455,0.0,0.0603384872893844,8.09584029868904,0.0,0.007154357703448893,8.462935645820544,0.0,0.007154357703448893,8.462935645820544,0.0
reach_out_z,0,PyRoki,9.541398640621973e-05,0.0,0.0,0.0006031289862197245,0.0,0.0,0.0004375590938337452,0.0,0.0,0.0004375590938337452,0.0,0.0
reach_out_z,1,PyRoki,8.462232866585662e-05,1.3508918895180468,0.0,0.00173739168597703,1.3538357010503224,0.0,0.000296622950395858,1.3549882954727621,0.0,0.000296622950395858,1.3549882954727621,0.0
reach_out_z,2,PyRoki,8.632712234747758e-05,1.3409403038973384,0.0,0.0015357280517718714,1.3441043890303468,0.0,0.0002981163415870451,1.3441009739357617,0.0,0.0002981163415870451,1.3441009739357617,0.0
reach_out_z,3,PyRoki,6.36577885249073e-05,1.330606227683109,0.0,0.0014136531831086044,1.3336798128096148,0.0,0.0002636284532093127,1.3340793788760603,0.0,0.0002636284532093127,1.3340793788760603,0.0
reach_out_z,4,PyRoki,1.862645149230957e-05,1.3198230665309514,0.0,0.001273161220639608,1.3228471327859745,0.0,0.00017441362009524742,1.313431717015112,0.0,0.00017441362009524742,1.313431717015112,0.0
reach_out_z,5,PyRoki,0.00013348812510944095,1.3085993581773279,0.0,0.001109162568352398,1.3115329244258482,0.0,0.0002041870319624304,1.300010395296037,0.0,0.0002041870319624304,1.300010395296037,0.0
reach_out_z,6,PyRoki,8.880345106914801e-05,1.2968650931832462,0.0,0.0010942972879253124,1.2997030367833864,0.0,0.0001553160154553724,1.2886381303279657,0.0,0.0001553160154553724,1.2886381303279657,0.0
reach_out_z,7,PyRoki,6.602709243609182e-05,1.2845502621097131,0.0,0.0008000265554931475,1.2873199038181533,0.0,0.00019137390082192497,1.2738917519099082,0.0,0.00019137390082192497,1.2738917519099082,0.0
